AccessionNumber,ExpeditionKeyword,GlobalID,Taxon,Date,CollectorName,CollectionNumber,OtherCollectors,Provenance,DescriptionOfSpecies,MaterialType,SampledPopulationSize,SampledAreaWidth,SampledAreaLength,SampledAreaUnit,NumberofIndividualsSampled,NumberofSamplesPerIndividual,SamplingMethod,NumberofVouchers,NumberofDNASpecimens,AssociatedSpecies,Country,StateProvince,CountyDistrict,CollectionLocality,LocationDetails,DDLatitude,DDLongitude,GPSAccuracy,Altitude,AltitudeUnit,GeocodeMethod,PropertyOwnershipType,PropertyContactInfo,HabitatGroup,Habitat,SoilTexture,Slope,Exposure,Aspect,PhenologyofPopulation,NotesonHabitatorSoil,OtherCollectionInformation,MotherPlantNum
,,,Hymenocallis choctawensis,,,,,,"Large clumps of rhizomatous bulbs, 20 or more bulbs per clump, each bulb with 6 strap like leaves",,,,,,,,,,,"Ilex opaca, Rhapidophyllum hystrix, Illicium floridanum, Acer saccharum var, florida, Fagus grandifolia, vitus sp., Persea barbonia, Aaesculus pavia",United States,Florida,Liberty,"Apalachicola Bluffs and ravines Preserve (The Nature conservancy), Sweetwater tract east",East of county road 270,30.52805,-84.96613,,,,,The Nature Conservancy,,"Woodland, forest and other wooded land",,lightly sloping woodland,3,Semi shade,,,lightly sloping woodland,,FL-LIB-1-5
,,,Hymenocallis choctawensis,,,,,,"Large clumps of rhizomatous bulbs, 20 or more bulbs per clump, each bulb with 6 strap like leaves",,,,,,,,,,,"Spigelia marilandica, Rhapidophyllum hystrix, Ilex opaca, smilax sp., Quercus alba, Magnolia pyramidata",United States,Florida,Liberty,"Apalachicola Bluffs and ravines Preserve (The Nature conservancy), Sweetwater tract east",East of county road 270,30.53034,-84.96373,,,,,The Nature Conservancy,,"Woodland, forest and other wooded land",,slope forest,40,Semi shade,,,slope forest,,FL-LIB-1-3
,,,Illicium floridanum,,,,,,,,,,,,,,,,,"Acer saccharum var. florida, Illicium Floridanum, Rhapidophyllum hystrix, Carpinus caroliniana, Nyssa sp., Pinus glabra, Woodwardia areolata, Arisaema triphyllum",United States,Florida,Liberty,"Apalachicola Bluffs and ravines Preserve (The Nature conservancy), Sweetwater tract east",East of county road 270,30.52579,-84.96973,,,,,The Nature Conservancy,,"Woodland, forest and other wooded land",,lightly sloping woodland near road,3,Semi shade,,,lightly sloping woodland near road,,FL-LIB-1-8
,,,Karomia gigas,,,,,,,,,,,,,,,,,"Afzelia quanzensis, Passiflora spp, Hymenaea verrucose, Sterculia appendiculata, Garcinia volkensii, Cola clavata, Tetracera lituraris, Drypetes usalamensis, Culcasia scandens, Sorindeia madagascariensis, Albizia versicola, Grewia forbesii, Alea lucida, M",Tanzania,Lindi,Lindi,Litipo Forest Reserve,,-10.04674,39.47365,2,184,Meters,GPS,,,"Woodland, forest and other wooded land",,Big tree. Bees colony at the truck base,40,,,,Big tree. Bees colony at the truck base,"Tree #21, collection 07/03/2021: FM-36, no seed available, DNA sampled",834-2021-0021
,,,Karomia gigas,,,,,,,,,,,,,,,,,"Afzelia quanzensis, Passiflora spp, Hymenaea verrucose, Sterculia appendiculata, Garcinia volkensii, Cola clavata, Tetracera lituraris, Drypetes usalamensis, Culcasia scandens, Sorindeia madagascariensis, Albizia versicola, Grewia forbesii, Alea lucida, M",Tanzania,Lindi,Lindi,Litipo Forest Reserve,,-10.04674,39.47365,2,184,Meters,GPS,,,"Woodland, forest and other wooded land",,West of Kidodoyani ridge. Juvenile,,,,,West of Kidodoyani ridge. Juvenile,"Tree #9, collection 07/02/2021: FM-24, no seed available, DNA sampled",834-2021-0009
,,,Karomia gigas,,,,,,,,,,,,,,,,,"Afzelia quanzensis, Passiflora spp, Hymenaea verrucose, Sterculia appendiculata, Garcinia volkensii, Cola clavata, Tetracera lituraris, Drypetes usalamensis, Culcasia scandens, Sorindeia madagascariensis, Albizia versicola, Grewia forbesii, Alea lucida, M",Tanzania,Lindi,Lindi,Litipo Forest Reserve,,-10.04674,39.47365,2,184,Meters,GPS,,,"Woodland, forest and other wooded land",,West of Kidodoyani ridge. Juvenile,40,,,,West of Kidodoyani ridge. Juvenile,"Tree #12, collection 07/02/2021: FM-27, no seed available, DNA sampled",834-2021-0012
,,,Karomia gigas,,,,,,,,,,,,,,,,,"Afzelia quanzensis, Passiflora spp, Hymenaea verrucose, Sterculia appendiculata, Garcinia volkensii, Cola clavata, Tetracera lituraris, Drypetes usalamensis, Culcasia scandens, Sorindeia madagascariensis, Albizia versicola, Grewia forbesii, Alea lucida, M",Tanzania,Lindi,Lindi,Litipo Forest Reserve,,-10.04674,39.47365,2,184,Meters,GPS,,,"Woodland, forest and other wooded land",,West of Kidodoyani ridge. Juvenile,40,,,,West of Kidodoyani ridge. Juvenile,"Tree #14, collection 07/02/2021: FM-29, no seed available, DNA sampled",834-2021-0014
,,,Karomia gigas,,,,,,,,,,,,,,,,,"Afzelia quanzensis, Passiflora spp, Hymenaea verrucose, Sterculia appendiculata, Garcinia volkensii, Cola clavata, Tetracera lituraris, Drypetes usalamensis, Culcasia scandens, Sorindeia madagascariensis, Albizia versicola, Grewia forbesii, Alea lucida, M",Tanzania,Lindi,Lindi,Litipo Forest Reserve,,-10.04674,39.47365,2,184,Meters,GPS,,,"Woodland, forest and other wooded land",,West of Kidodoyani ridge. Juvenile,40,,,,West of Kidodoyani ridge. Juvenile,"Tree #10, 07/02/2021 collection: FM-25, no seed available, DNA sampled",834-2021-0010
,,,Karomia gigas,,,,,,,,,,,,,,,,,"Afzelia quanzensis, Passiflora spp, Hymenaea verrucose, Sterculia appendiculata, Garcinia volkensii, Cola clavata, Tetracera lituraris, Drypetes usalamensis, Culcasia scandens, Sorindeia madagascariensis, Albizia versicola, Grewia forbesii, Alea lucida, M",Tanzania,Lindi,Lindi,Litipo Forest Reserve,,-10.04674,39.47365,2,184,Meters,GPS,,,"Woodland, forest and other wooded land",,West of Kidodoyani ridge. Juvenile,40,,,,West of Kidodoyani ridge. Juvenile,"Tree #13, collection 07/02/2021: FM-28, no seed available, DNA sampled",834-2021-0013
,,,Karomia gigas,,,,,,,,,,,,,,,,,"Afzelia quanzensis, Passiflora spp, Hymenaea verrucose, Sterculia appendiculata, Garcinia volkensii, Cola clavata, Tetracera lituraris, Drypetes usalamensis, Culcasia scandens, Sorindeia madagascariensis, Albizia versicola, Grewia forbesii, Alea lucida, M",Tanzania,Lindi,Lindi,Litipo Forest Reserve,,-10.04674,39.47365,2,184,Meters,GPS,,,"Woodland, forest and other wooded land",,West of Kidodoyani ridge. Juvenile,40,,,,West of Kidodoyani ridge. Juvenile,"Tree #15, collection 07/02/2021: FM-30, no seed available, DNA sampled",834-2021-0015
,,,Karomia gigas,,,,,,,,,,,,,,,,,"Afzelia quanzensis, Passiflora spp, Hymenaea verrucose, Sterculia appendiculata, Garcinia volkensii, Cola clavata, Tetracera lituraris, Drypetes usalamensis, Culcasia scandens, Sorindeia madagascariensis, Albizia versicola, Grewia forbesii, Alea lucida, M",Tanzania,Lindi,Lindi,Litipo Forest Reserve,,-10.04674,39.47365,2,184,Meters,GPS,,,"Woodland, forest and other wooded land",,West of Kidodoyani ridge. Juvenile,40,,,,West of Kidodoyani ridge. Juvenile,"Tree #11, collection 07/02/2021: FM-26, no seed available, DNA sampled",834-2021-0011
,,,Karomia gigas,,,,,,,,,,,,,,,,,"Afzelia quanzensis, Passiflora spp, Hymenaea verrucose, Sterculia appendiculata, Salacia leptoclada, Pteriopsis myrtifolia, Milletia usalamensis, Manirkara discola, Annona senegalensis, Sclorodophleous fischeri, Cola clavata, Tetracera lituraris, Drypetes",Tanzania,Lindi,Lindi,Litipo Forest Reserve,,-10.04508,39.47196,4,204,Meters,GPS,,,"Woodland, forest and other wooded land",,west of the hill,10,,,,west of the hill,"Tree #22, collection 07/03/2021: FM-37, no seed available, DNA sampled",834-2021-0022
,,,Karomia gigas,,,,,,,,,,,,,,,,,"Afzelia quanzensis,Pteleopsis myrtifolia, Manirkara discola, Markhamia obtusifolia Tetracera lituraris, Cadioptera africanus, Eurphobia spp, Bessama abbysinica, Ochna holtzii, Grewia forbesii, Rinolea spp, Bombax rhodognaphalon, Cola clavata,, Drypetes us",Tanzania,Lindi,Lindi,Litipo Forest Reserve,,-10.0467,39.47385,3,199,Meters,GPS,,,"Woodland, forest and other wooded land",,west of the hill,40,,,,west of the hill,"Tree #28, collection 07/04/2021: FM-43, no seed available, DNA sampled",834-2021-0028
,,,Karomia gigas,,,,,,,,,,,,,,,,,"Afzelia quanzensis,Pteleopsis myrtifolia, Manirkara discola, Markhamia obtusifolia Tetracera lituraris, Cadioptera africanus, Eurphobia spp, Bessama abbysinica, Ochna holtzii, Grewia forbesii, Rinolea spp, Bombax rhodognaphalon, Cola clavata,, Drypetes us",Tanzania,Lindi,Lindi,Litipo Forest Reserve,,-10.04737,39.4734,3,195,Meters,GPS,,,"Woodland, forest and other wooded land",,west of the hill,40,,,,west of the hill,"Tree #27, collection 07/04/2021: FM-42, no seed available, DNA sampled",834-2021-0027
,,,Karomia gigas,,,,,,,,,,,,,,,,,"Annona senegalensis, Diospyros verrucosa, Sclorodophleous fischeri, Cola clavata, Tetracera lituraris, Drypetes usalamensis, Sorindeia madagascariensis, Afzelia quanzensis, Passiflora spp, Pteleopsis myrtifolia, Milletia usalamensis, Manirkara discola, Ma",Tanzania,Lindi,Lindi,Litipo Forest Reserve,,-10.04641,39.4734,4,205,Meters,GPS,,,"Woodland, forest and other wooded land",,west of the hill,40,,,,west of the hill,"Tree #24, collection 07/04/2021: FM-39, no seed available, DNA sampled",834-2021-0024
,,,Karomia gigas,,,,,,,,,,,,,,,,,"Annona senegalensis, Diospyros verrucosa, Sclorodophleous fischeri, Cola clavata, Tetracera lituraris, Drypetes usalamensis, Sorindeia madagascariensis, Afzelia quanzensis, Passiflora spp, Pteleopsis myrtifolia, Milletia usalamensis, Manirkara discola, Ma",Tanzania,Lindi,Lindi,Litipo Forest Reserve,,-10.04649,39.47356,4,204,Meters,GPS,,,"Woodland, forest and other wooded land",,west of the hill,40,,,,west of the hill,"Tree #23, collection 07/04/2021: FM-38, no seed available, DNA sampled",834-2021-0023
,,,Karomia gigas,,,,,,,,,,,,,,,,,"Cadioptera africanus, Eurphobia spp, Bessama abbysinica, Ochna holtzii, Grewia forbesii, Rinolea spp, Bombax rhodognaphalon, Annona senegalensis, Diospyros verrucosa, Sclorodophleous fischeri, Cola clavata, Tetracera lituraris, Drypetes usalamensis, Afzel",Tanzania,Lindi,Lindi,Litipo Forest Reserve,,-10.04641,39.4734,4,177,Meters,GPS,,,"Woodland, forest and other wooded land",,west of hill,40,,,,west of hill,"Tree #26, collection 07/04/2021: FM-41, no seed available, DNA sampled",834-2021-0026
,,,Karomia gigas,,,,,,,,,,,,,,,,,"Cadioptera africanus, Eurphobia spp, Bessama abbysinica, Ochna holtzii, Grewia forbesii, Rinolea spp, Bombax rhodognaphalon, Annona senegalensis, Diospyros verrucosa, Sclorodophleous fischeri, Cola clavata, Tetracera lituraris, Drypetes usalamensis, Afzel",Tanzania,Lindi,Lindi,Litipo Forest Reserve,,-10.04641,39.4734,4,182,Meters,GPS,,,"Woodland, forest and other wooded land",,west of the hill,40,,,,west of the hill,"Tree #25, collection 07/04/2021: FM-40, no seed available, DNA sampled",834-2021-0025
,,,Karomia gigas,,,,,,,,,,,,,,,,,"Crotolaria gudiformis, Dechapitalum mozambecens, Setaria vextalata, Aeva lanata, Croton megalocarpus, Setaria homonyma",Tanzania,Lindi,Kilwa,Mitundumbea Forest Reserve,,-9.19031,39.27439,2,349,Meters,GPS,,,"Woodland, forest and other wooded land",,,2,,,,,"Tree #3, Collection 06/27/2021: FM-07, NIL, no seed available, DNA sampled",834-2021-0031
,,,Karomia gigas,,,,,,,,,,,,,,,,,"Hymenodictyon ulmoides, Millettia usalamensis, Pteleopsis myrtifolia, Grewia carnocarpa, Begonia acerifolia, Acacia brevispica, Xylotheca tetensis, Markhamia obtusifolia",Tanzania,Lindi,Kilwa,Mitundumbea Forest Reserve,,-9.18826,39.27253,,364,Meters,GPS,,,"Woodland, forest and other wooded land",,,2,,,,,"Tree #1, collection 06/28/2021: FM-10, NIL, no seed available, DNA sampled",834-2021-0029
,,,Karomia gigas,,,,,,,,,,,,,,,,,"Milletia stuhlumanii, Scrodophloeus fischeri, Schyzogium comfroides,Grewia carnocarpa, Dichapetalum stuhlmannii, Uvaria lucida, Pachystela brevipes, Albizia gumifera",Tanzania,Lindi,Kilwa,Mitundumbea Forest Reserve,,-9.19017,39.27387,2,363,Meters,GPS,,,"Woodland, forest and other wooded land",,,2,,,,,"Tree #06, NIL, collection 06/27/2021: no seed, DNA sampled, collection FM-05",834-2021-0034
,,,Karomia gigas,,,,,,,,,,,,,,,,,"Milletia stuhlumanii, Scrodophloeus fischeri, Schyzogium comfroides,Grewia carnocarpa, Dichapetalum stuhlmannii, Uvaria lucida, Pachystela brevipes, Albizia gumifera",Tanzania,Lindi,Kilwa,Mitundumbea Forest Reserve,,-9.19039,39.27394,2,357,Meters,GPS,,,"Woodland, forest and other wooded land",,,2,,,,,"Tree #5, Seed not available in 2021, DNA sample was collected in 2021, collection name number FM-04",834-2021-0033
,,,Karomia gigas,,,,,,,,,,,,,,,,,"Milletia stuhlumanii, Scrodophloeus fischeri, Schyzogium comfroides,Grewia carnocarpa, Dichapetalum stuhlmannii, Uvaria lucida, Pachystela brevipes, Albizia gumifera",Tanzania,Lindi,Kilwa,Mitundumbea Forest Reserve,,-9.1907,39.27388,4,360,Meters,GPS,,,"Woodland, forest and other wooded land",,,2,,,,,"Tree # 14, FM-3, NIL, Collection date 06/22/2021, Seed not available (2021), DNA sampled (2021)",834-2021-0042
,,,Karomia gigas,,,,,,,,,,,,,,,,,"Panicum trichocladum, Acacia brevispica, Schyzogium confoides, Sclorodophorus fischeri, Milletia stuhlumnanii, Pteriopsis myrtifolia",Tanzania,Lindi,Kilwa,Mitundumbea Forest Reserve,,-9.18989,39.27426,3,358,Meters,GPS,,,"Woodland, forest and other wooded land",,,3,,,,,"Tree #7, Collection 06/28/2021: FM-09, No seed available, DNA sampled, NIL",834-2021-0035
,,,Karomia gigas,,,,,,,,,,,,,,,,,"Panicum trichocladum, Acacia brevispica, Schyzogium confoides, Sclorodophorus fischeri, Milletia stuhlumnanii, Pteriopsis myrtifolia",Tanzania,Lindi,Kilwa,Mitundumbea Forest Reserve,,-9.19025,39.27452,3,350,Meters,GPS,,,"Woodland, forest and other wooded land",,,3,,,,,"Tree #2, Collection 06/28/2021: NIL, FM-08, no seed available, DNA sampled",834-2021-0030
,,,Karomia gigas,,,,,,,,,,,,,,,,,"Passifloracea plant, Annona senegalensis, Diospyros reniformis, Euphorbia spp, Sterculia appendiculata, Acacia berevispica, Drypetes natalensis, Scrodophloeus fischeri, Afzelia quanzensis, Sterculia appendiculata, Cussonia arborea, Murdannia simplex, Cyno",Tanzania,Lindi,Lindi,Litipo Forest Reserve,,-10.04675,39.47396,3,194,Meters,GPS,,,"Woodland, forest and other wooded land",,West of Kidodoyani ridge.,40,,,,West of Kidodoyani ridge.,"Tree #8, collection 07/02/2021: FM-23, no seed available, DNA sampled",834-2021-0008
,,,Karomia gigas,,,,,,,,,,,,,,,,,"Passifloracea plant, Annona senegalensis, Diospyros reniformis, Euphorbia spp, Sterculia appendiculata, Acacia berevispica, Drypetes natalensis, Scrodophloeus fischeri, Afzelia quanzensis, Sterculia appendiculata, Cussonia arborea, Murdannia simplex, Cyno",Tanzania,Lindi,Lindi,Litipo Forest Reserve,,-10.04676,39.47395,3,190,Meters,GPS,,,"Woodland, forest and other wooded land",,West of Kidodoyani ridge,40,,,,West of Kidodoyani ridge,"Tree #7, collection 07/02/2021: FM-22, no seed available, DNA sampled",834-2021-0007
,,,Karomia gigas,,,,,,,,,,,,,,,,,"Passifloracea plant, Annona senegalensis, Diospyros reniformis, Euphorbia spp, Sterculia appendiculata, Acacia berevispica, Drypetes natalensis, Scrodophloeus fischeri, Afzelia quanzensis, Sterculia appendiculata, Cussonia arborea, Murdannia simplex, Cyno",Tanzania,Lindi,Lindi,Litipo Forest Reserve,,-10.04677,39.47408,3,199,Meters,GPS,,,"Woodland, forest and other wooded land",,West of Kidodoyani ridge.,45,,,,West of Kidodoyani ridge.,"Tree #2, collection 07/01/2021: FM-17, no seed available, DNA sampled",834-2021-0002
,,,Karomia gigas,,,,,,,,,,,,,,,,,"Passifloracea plant, Annona senegalensis, Diospyros reniformis, Euphorbia spp, Sterculia appendiculata, Acacia berevispica, Drypetes natalensis, Scrodophloeus fischeri, Afzelia quanzensis, Sterculia appendiculata, Cussonia arborea, Murdannia simplex, Cyno",Tanzania,Lindi,Lindi,Litipo Forest Reserve,,-10.04678,39.47395,3,190,Meters,GPS,,,"Woodland, forest and other wooded land",,West of Kidodoyani ridge. Tree have bees colony at middle of the stem.,40,,,,West of Kidodoyani ridge. Tree have bees colony at middle of the stem.,"Tree #1, 06/30/2021 collection: FM-16, no seed available, DNA sampled",834-2021-0001
,,,Karomia gigas,,,,,,,,,,,,,,,,,"Passifloracea plant, Annona senegalensis, Diospyros reniformis, Euphorbia spp, Sterculia appendiculata, Acacia berevispica, Drypetes natalensis, Scrodophloeus fischeri, Afzelia quanzensis, Sterculia appendiculata, Cussonia arborea, Murdannia simplex, Cyno",Tanzania,Lindi,Lindi,Litipo Forest Reserve,,-10.04679,39.47395,,190,Meters,GPS,,,"Woodland, forest and other wooded land",,West of Kidodoyani ridge.,,,,,West of Kidodoyani ridge.,"Tree #6, collection 07/01/2021: FM-21, no seed available, DNA sampled",834-2021-0006
,,,Karomia gigas,,,,,,,,,,,,,,,,,"Passifloracea plant, Annona senegalensis, Diospyros reniformis, Euphorbia spp, Sterculia appendiculata, Acacia berevispica, Drypetes natalensis, Scrodophloeus fischeri, Afzelia quanzensis, Sterculia appendiculata, Cussonia arborea, Murdannia simplex, Cyno",Tanzania,Lindi,Lindi,Litipo Forest Reserve,,-10.04683,39.47393,4,190,Meters,GPS,,,"Woodland, forest and other wooded land",,West of Kidodoyani ridge.,45,,,,West of Kidodoyani ridge.,"Tree #5, collection 07/01/2021: FM-20, no seed available, DNA sampled",834-2021-0005
,,,Karomia gigas,,,,,,,,,,,,,,,,,"Passifloracea plant, Annona senegalensis, Diospyros reniformis, Euphorbia spp, Sterculia appendiculata, Acacia berevispica, Drypetes natalensis, Scrodophloeus fischeri, Afzelia quanzensis, Sterculia appendiculata, Cussonia arborea, Murdannia simplex, Cyno",Tanzania,Lindi,Lindi,Litipo Forest Reserve,,-10.04684,39.4741,3,195,Meters,GPS,,,"Woodland, forest and other wooded land",,West of Kidodoyani ridge.,45,,,,West of Kidodoyani ridge.,"Tree #4, collection 07/01/2021: FM-19, no seed available, DNA sampled",834-2021-0004
